what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1326416666455
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1326416666810
activated,view,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui.explorer",1326416666873
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1326416667167
started,bundle,org.eclipse.dltk.validators.ui,3.0.0.v20110423,"org.eclipse.dltk.validators.ui",1326416667204
started,bundle,org.eclipse.dltk.validators.core,3.0.0.v20110423,"org.eclipse.dltk.validators.core",1326416667207
started,bundle,org.eclipse.dltk.validators.externalchecker,3.0.0.v20110423,"org.eclipse.dltk.validators.externalchecker",1326416667213
started,bundle,org.eclipse.php.debug.daemon,3.0.0.v20110516-1100,"org.eclipse.php.debug.daemon",1326416670522
started,bundle,org.eclipse.php.server.core,3.0.0.v20110516-1100,"org.eclipse.php.server.core",1326416670524
started,bundle,org.eclipse.php.debug.core,3.0.0.v20110516-1100,"org.eclipse.php.debug.core",1326416670552
error,log,,,"The debug port 10000 is in use. Please select a different port for the debugger.",1326416670583
error,log,,,"The debug port 9000 is in use. Please select a different port for the debugger.",1326416670584
executed,command,org.eclipse.php.debug.ui,3.0.0.v20110516-1100,"org.eclipse.php.deubg.ui.phpexeShortcut.run",1326416670639
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1326416670801
started,bundle,org.python.pydev.core,2.3.0.2011121518,"org.python.pydev.core",1326416670829
started,bundle,org.python.pydev.debug,2.3.0.2011121518,"org.python.pydev.debug",1326416670830
started,bundle,com.python.pydev.analysis,2.3.0.2011121518,"com.python.pydev.analysis",1326416670848
started,bundle,org.python.pydev,2.3.0.2011121518,"org.python.pydev",1326416670864
executed,command,org.eclipse.php.debug.ui,3.0.0.v20110516-1100,"org.eclipse.php.deubg.ui.phpexeShortcut.debug",1326416674298
opened,view,org.eclipse.php.debug.ui,3.0.0.v20110516-1100,"org.eclipse.debug.ui.PHPBrowserOutput",1326416674386
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1326416683342
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1326416683360
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1326416683371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326416683943
